Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Mordvin (Erzya),moe,myv,Mordvin,Uralic,Eurasia,53.00,45.50,KazakhstanRussia
Mordvin (Moksha),mmo,mdf,Mordvin,Uralic,Eurasia,54.00,44.00,Russia
Moro,mro,mor,Heiban,Kordofanian,Africa,11.00,30.17,Sudan
Moru,mou,mgd,Moru-Ma'di,Central Sudanic,Africa,4.75,29.75,South Sudan
Mosetén,mos,cas,Mosetenan,Mosetenan,South America,-14.75,-67.83,Bolivia
Motu,mtu,meu,Oceanic,Austronesian,Papunesia,-9.33,147.00,Papua New Guinea
Motuna,mot,siw,South Bougainville,South Bougainville,Papunesia,-6.62,155.42,Papua New Guinea
Movima,mov,mzp,Movima,Movima,South America,-13.83,-65.67,Bolivia
Mpongwe,mpo,mye,Bantu,Niger-Congo,Africa,-1.25,9.50,Gabon
Mpur,mpu,akc,Mpur,Mpur,Papunesia,-0.75,133.25,Indonesia
Mudburra,mdb,dmw,Western Pama-Nyungan,Pama-Nyungan,Australia,-17.33,132.08,Australia
Mufian,aoj,aoj,Kombio-Arapesh,Torricelli,Papunesia,-3.50,143.00,Papua New Guinea
Muher,muh,sgw,Semitic,Afro-Asiatic,Africa,8.17,38.17,Ethiopia
Muinane,mui,bmr,Boran,Boran,South America,-1.00,-72.50,Colombia
Muisca,msc,chb,Chibcha-Duit,Chibchan,South America,5.00,-74.00,Colombia
Mulao,mul,mlm,Kam-Tai,Tai-Kadai,Eurasia,25.00,108.00,China
Mumuye,mum,mzm,Mumuye-Yandang,Niger-Congo,Africa,9.00,11.67,Nigeria
Mun,mnu,mji,Mienic,Hmong-Mien,Eurasia,19.00,110.00,China
Muna,mna,mnb,Celebic,Austronesian,Papunesia,-5.00,122.50,Indonesia
Mundang,mdg,mua,Mbumic,Niger-Congo,Africa,9.67,14.50,Chad
Mundani,mud,mnf,Wide Grassfields,Niger-Congo,Africa,5.67,9.92,Cameroon
Mundari,mun,unr,Munda,Austro-Asiatic,Eurasia,23.00,84.67,India
Mündü,mdu,muh,Ubangi,Niger-Congo,Africa,4.50,30.00,Democratic Republic of CongoSouth Sudan
Mundurukú,muu,myu,Munduruku,Tupian,South America,-7.00,-58.00,Brazil
Mungaka,mgk,mhk,Wide Grassfields,Niger-Congo,Africa,5.92,10.00,Cameroon
Munsee,mse,umu,Algonquian,Algic,North America,41.50,-74.67,United States
Munzombo,mnz,moj,Ubangi,Niger-Congo,Africa,3.00,18.42,Congo
Muong,muo,mtq,Vietic,Austro-Asiatic,Eurasia,20.50,105.08,Vietnam
Mupun,mup,sur,West Chadic,Afro-Asiatic,Africa,9.50,8.83,Nigeria
Murik,mrk,mtf,Lower Sepik,Ramu-Lower Sepik,Papunesia,-3.83,144.25,Papua New Guinea
Murle,mrl,mur,South Surmic,Eastern Sudanic,Africa,6.50,33.50,South Sudan
Murrinh-Patha,mpa,mwf,Murrinh-Patha,Southern Daly,Australia,-14.67,129.67,Australia
Mursi,mur,muz,South Surmic,Eastern Sudanic,Africa,5.58,36.08,Ethiopia
Muruwari,mrw,zmu,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,147.00,Australia
Musgu,mgu,mug,Biu-Mandara,Afro-Asiatic,Africa,10.83,14.92,ChadCameroon
Musom,msm,msu,Oceanic,Austronesian,Papunesia,-6.58,147.00,Papua New Guinea
Musqueam,msq,hur,Central Salish,Salishan,North America,49.17,-123.00,Canada
Mussau,mus,emi,Oceanic,Austronesian,Papunesia,-1.45,149.62,Papua New Guinea
Mutsun,mut,css,Costanoan,Penutian,North America,36.83,-121.50,United States
Muyuw,muy,myw,Oceanic,Austronesian,Papunesia,-9.08,152.75,Papua New Guinea
Mwera,mwe,mwe,Bantu,Niger-Congo,Africa,-9.00,39.00,Tanzania
Mwotlap,mwo,mlv,Oceanic,Austronesian,Papunesia,-13.58,167.58,Vanuatu
Nabak,nab,naf,Huon,Trans-New Guinea,Papunesia,-6.42,147.00,Papua New Guinea
Nadëb,nad,mbj,Nadahup,Nadahup,South America,-1.00,-66.50,Brazil
Nadroga,ndr,wyy,Oceanic,Austronesian,Papunesia,-18.08,177.42,Fiji
Nafaanra,naf,nfr,Senufo,Niger-Congo,Africa,8.00,-2.58,Côte d'IvoireGhana
Naga (Mao),nma,nbi,Angami-Pochuri,Sino-Tibetan,Eurasia,25.50,94.33,India
Naga Pidgin,npn,nag,Creoles and Pidgins,other,Eurasia,25.67,94.00,India
Naga (Tangkhul),ngt,nmf,Tangkhul-Maring,Sino-Tibetan,Eurasia,25.00,94.50,India
Nagatman,nag,nce,Yale,Yale,Papunesia,-3.75,141.50,Papua New Guinea
Naga (Zeme),nze,nzm,Zemeic,Sino-Tibetan,Eurasia,25.17,93.50,India
Nahali,nah,nll,Nahali,Nahali,Eurasia,19.75,77.83,India
Nahuatl (Central),nhc,nhn,Aztecan,Uto-Aztecan,North America,19.00,-98.25,Mexico
Nahuatl (Huasteca),nhh,"nhe, nhw",Aztecan,Uto-Aztecan,North America,22.00,-99.00,Mexico
Nahuatl (Huauchinango),nhu,ncj,Aztecan,Uto-Aztecan,North America,20.17,-98.08,Mexico
Nahuatl (Mecayapan Isthmus),nmi,nhx,Aztecan,Uto-Aztecan,North America,18.25,-94.83,Mexico
Nahuatl (Michoacán),nhm,ncl,Aztecan,Uto-Aztecan,North America,18.50,-103.00,Mexico
Nahuatl (Milpa Alta),nmp,nhm,Aztecan,Uto-Aztecan,North America,19.25,-99.17,Mexico
Nahuatl (North Puebla),nhn,ncj,Aztecan,Uto-Aztecan,North America,20.00,-98.25,Mexico
Nahuatl (Pajapan),npa,nhp,Aztecan,Uto-Aztecan,North America,18.25,-94.75,Mexico
Nahuatl (Pochutla),nhp,xpo,Aztecan,Uto-Aztecan,North America,15.75,-96.50,Mexico
Nahuatl (Sierra de Zacapoaxtla),nsz,azz,Aztecan,Uto-Aztecan,North America,19.58,-97.33,Mexico
Nahuatl (Tetelcingo),nht,nhg,Aztecan,Uto-Aztecan,North America,19.67,-99.00,Mexico
Nahuatl (Xalitla),nhx,ngu,Aztecan,Uto-Aztecan,North America,18.00,-99.50,Mexico
Nai,bio,bio,Kwomtari,Kwomtari,Papunesia,-3.72,141.27,Papua New Guinea
Nakanai,nak,nak,Oceanic,Austronesian,Papunesia,-5.58,150.58,Papua New Guinea
Nakkara,nkk,nck,Nakkara,Mangrida,Australia,-12.12,134.42,Australia
Nalik,nal,nal,Oceanic,Austronesian,Papunesia,-2.95,151.33,Papua New Guinea
Nama,kho,naq,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.50,18.00,Namibia
Nambas (Big),nbb,nmb,Oceanic,Austronesian,Papunesia,-16.08,167.20,Vanuatu
Nambikuára (Southern),nmb,nab,Nambikuaran,Nambikuaran,South America,-14.00,-59.50,Brazil
Namia,nam,nnm,Yellow River,Sepik,Papunesia,-3.83,141.75,Papua New Guinea
Nanai,nai,gld,Tungusic,Altaic,Eurasia,49.50,137.00,Russia
Nancowry,nnc,ncb,Nicobarese,Austro-Asiatic,Eurasia,8.05,93.50,India
Nande,nde,nnb,Bantu,Niger-Congo,Africa,-0.08,29.17,Democratic Republic of Congo
Nandi,nan,niq,Eastern Nilotic,Eastern Sudanic,Africa,0.25,35.00,Kenya
Nanerge,nrg,sen,Senufo,Niger-Congo,Africa,11.75,-5.00,Burkina Faso
Nankina,nnk,nnk,Finisterre,Trans-New Guinea,Papunesia,-5.78,146.45,Papua New Guinea
Nanticoke,nnt,nnt,Algonquian,Algic,North America,38.00,-76.25,United States
Nanumea,nnm,tvl,Oceanic,Austronesian,Papunesia,-5.67,176.12,Tuvalu
Napu,npu,npy,Celebic,Austronesian,Papunesia,-1.33,120.42,Indonesia
Nara (in Ethiopia),nar,nrb,Nara,Eastern Sudanic,Africa,15.08,37.58,Eritrea
Narom,nrm,nrm,North Borneo,Austronesian,Papunesia,4.42,114.00,Malaysia
Nar-Phu,nph,npa,Bodic,Sino-Tibetan,Eurasia,28.67,84.25,Nepal
Nasioi,nas,nas,South Bougainville,South Bougainville,Papunesia,-6.33,155.58,Papua New Guinea
Naskapi,nsk,nsk,Algonquian,Algic,North America,56.00,-70.00,Canada
Natchez,nat,ncz,Natchez,Natchez,North America,31.75,-91.33,United States
Nateni,ntn,ntm,Oti-Volta,Niger-Congo,Africa,10.50,1.17,Benin
Natügu,nbk,ntu,Oceanic,Austronesian,Papunesia,-10.78,165.87,Solomon Islands
Nauruan,nau,nau,Oceanic,Austronesian,Papunesia,-0.50,166.92,Nauru
Navajo,nav,nav,Athapaskan,Na-Dene,North America,36.17,-108.00,United States
Naxi,nax,nxq,Na-Qiangic,Sino-Tibetan,Eurasia,27.50,100.00,China
Ncàm,ncm,bud,Oti-Volta,Niger-Congo,Africa,9.33,0.67,TogoGhana
Ndebele,ndb,nde,Bantu,Niger-Congo,Africa,-25.33,29.00,South Africa
Ndjébbana,ndj,djj,Ndjébbana,Mangrida,Australia,-12.17,134.12,Australia
Ndogo,ndg,ndz,Ubangi,Niger-Congo,Africa,7.75,27.00,South Sudan
Ndonga,ndo,ndo,Bantu,Niger-Congo,Africa,-18.00,17.00,AngolaNamibia
Ndumu,ndu,nmd,Bantu,Niger-Congo,Africa,-1.67,13.58,Gabon
Ndut,ndt,ndv,Cangin,Niger-Congo,Africa,14.92,-16.92,Senegal
Ndyuka,ndy,djk,Creoles and Pidgins,other,South America,4.50,-54.50,French GuianaSuriname
Nederlandse Gebarentaal,ned,dse,Sign Languages,other,Eurasia,52.25,5.50,Netherlands
Negidal,neg,neg,Tungusic,Altaic,Eurasia,53.00,139.00,Russia
Nehan,neh,nsn,Oceanic,Austronesian,Papunesia,-4.50,154.20,Papua New Guinea
Nelemwa,nel,nee,Oceanic,Austronesian,Papunesia,-20.25,164.08,New Caledonia
Nend,nnd,anh,Sogeram,Trans-New Guinea,Papunesia,-5.00,144.92,Papua New Guinea
Nenets,ntu,yrk,Samoyedic,Uralic,Eurasia,70.00,76.00,Russia
Nenets (Forest),nen,yrk,Samoyedic,Uralic,Eurasia,69.00,72.00,Russia
Nengone,nne,nen,Oceanic,Austronesian,Papunesia,-21.50,168.00,New Caledonia
Neo-Aramaic (Amadiya),naa,cld,Semitic,Afro-Asiatic,Eurasia,37.00,43.00,Iraq
Neo-Aramaic (Arbel Jewish),naj,aij,Semitic,Afro-Asiatic,Eurasia,36.38,44.00,Iraq
Neo-Aramaic (Assyrian),nsy,aii,Semitic,Afro-Asiatic,Eurasia,36.00,41.00,Syria
Neo-Aramaic (Persian Azerbaijan),nap,trg,Semitic,Afro-Asiatic,Eurasia,38.00,47.00,IranIsrael
Nepali,nep,npi,Indic,Indo-European,Eurasia,28.00,85.00,Nepal
Nevome,nev,pia,Tepiman,Uto-Aztecan,North America,31.00,-112.50,Mexico
Newar (Dolakha),nwd,new,Himalayish,Sino-Tibetan,Eurasia,27.33,86.00,Nepal
Newari (Kathmandu),new,new,Himalayish,Sino-Tibetan,Eurasia,27.67,85.50,Nepal
New Zealand Sign Language,nzs,nzs,Sign Languages,other,Papunesia,-43.00,172.00,New Zealand
Neyo,ney,ney,Kru,Niger-Congo,Africa,5.00,-6.00,Côte d'Ivoire
Nez Perce,nez,nez,Sahaptian,Penutian,North America,46.00,-116.00,United States
Ngaanyatjarra,ntj,ntj,Western Pama-Nyungan,Pama-Nyungan,Australia,-26.00,126.50,Australia
Ngäbere,nbr,gym,Guaymiic,Chibchan,North America,8.67,-82.00,Panama
Ngad'a,ngd,nxg,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83,121.00,Indonesia
Ngadjumaja,ngj,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-32.33,123.83,Australia
Ngalakan,ngl,nig,Eastern Gunwinyguan,Gunwinyguan,Australia,-14.25,134.00,Australia
Ngalkbun,nkb,ngk,Marne,Gunwinyguan,Australia,-13.50,134.83,Australia
Ngambay,ngm,sba,Bongo-Bagirmi,Central Sudanic,Africa,8.67,16.00,ChadCameroon
Nganasan,nga,nio,Samoyedic,Uralic,Eurasia,71.00,93.00,Russia
Ngandi,ngn,nid,Eastern Gunwinyguan,Gunwinyguan,Australia,-13.83,135.00,Australia
Ngan'gityemerri,ngg,nam,Ngankikurungkurr,Southern Daly,Australia,-14.25,130.42,Australia
Ngankikurungkurr,ngk,nam,Ngankikurungkurr,Southern Daly,Australia,-14.00,130.50,Australia
Ngarinyeri,ngr,nay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-36.00,140.00,Australia
Ngarinyman,ngy,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.50,130.50,Australia
Ngarla,nlr,nrk,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.00,119.00,Australia
Ngarluma,nlu,nrl,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,117.50,Australia
Ngawun,ngw,nxn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19.00,141.50,Australia
Ngbaka (Ma'bo),nbm,nbm,Ubangi,Niger-Congo,Africa,3.56,18.36,Democratic Republic of Congo
Ngbaka (Minagende),ngb,nga,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,3.50,20.00,Democratic Republic of Congo
Ngbandi,ndi,ngb,Ubangi,Niger-Congo,Africa,3.75,22.00,Democratic Republic of Congo
Ngemba,nge,nge,Bantu,Niger-Congo,Africa,6.20,10.00,Cameroon
Ngiti,nti,niy,Lendu,Central Sudanic,Africa,1.33,30.25,Democratic Republic of Congo
Ngiyambaa,ngi,wyb,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-31.75,145.50,Australia
Ngizim,ngz,ngi,West Chadic,Afro-Asiatic,Africa,12.08,10.92,Nigeria
Ngombe,nbe,ngc,Bantu,Niger-Congo,Africa,3.00,23.00,Democratic Republic of Congo
Ngoni,ngo,ngo,Bantu,Niger-Congo,Africa,-11.00,36.00,MozambiqueTanzania
Nguna,ngu,llp,Oceanic,Austronesian,Papunesia,-16.92,168.50,Vanuatu
Nhanda,nha,nha,Western Pama-Nyungan,Pama-Nyungan,Australia,-27.00,114.17,Australia
Nharo,nro,nhr,Khoe-Kwadi,Khoe-Kwadi,Africa,-22.33,20.50,NamibiaBotswana
Nias,nia,nia,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,1.00,97.75,Indonesia
Nicobarese,nic,ncb,Nicobarese,Austro-Asiatic,Eurasia,7.00,93.83,India
Nicobarese (Car),nca,caq,Nicobarese,Austro-Asiatic,Eurasia,9.00,93.00,India
Nigerian Pidgin,npi,pcm,Creoles and Pidgins,other,Africa,6.50,3.33,Nigeria
Nihon Shuwa (Japanese Sign Language),nih,jsl,Sign Languages,other,Eurasia,36.00,139.00,Japan
Nimboran,nim,nir,Nimboran,Nimboran,Papunesia,-2.50,140.17,Indonesia
Ningil,nin,niz,East Wapei,Torricelli,Papunesia,-3.50,142.25,Papua New Guinea
Nisenan,nsn,nsz,Maiduan,Penutian,North America,39.00,-121.00,United States
Nisgha,nsg,ncg,Tsimshianic,Tsimshianic,North America,55.00,-130.00,Canada
Nitinaht,nit,dtd,Southern Wakashan,Wakashan,North America,48.67,-124.75,Canada
Niuafo'ou,nif,num,Oceanic,Austronesian,Papunesia,-15.57,-175.62,Tonga
Niuean,niu,niu,Oceanic,Austronesian,Papunesia,-19.05,-170.12,New Zealand
Nivacle,chu,cag,Matacoan,Matacoan,South America,-23.50,-60.50,Paraguay
Nivkh,niv,niv,Nivkh,Nivkh,Eurasia,53.33,142.00,Russia
Nivkh (South Sakhalin),nvs,niv,Nivkh,Nivkh,Eurasia,47.00,142.50,Russia
Nkem,nke,isi,Ekoid-Mbe,Niger-Congo,Africa,6.58,8.58,Nigeria
Nkonya,nkn,nko,Tano,Niger-Congo,Africa,7.17,0.25,Ghana
Nkore-Kiga,nko,cgg,Bantu,Niger-Congo,Africa,-0.92,29.83,Uganda
Nobiin,nob,fia,Nubian,Eastern Sudanic,Africa,21.00,31.00,EgyptSudan
Nocte,noc,njb,Brahmaputran,Sino-Tibetan,Eurasia,27.00,95.50,India
Noghay,nog,nog,Turkic,Altaic,Eurasia,44.00,46.00,Russia
Noghay (Karagash),nok,nog,Turkic,Altaic,Eurasia,47.50,47.25,Russia
Nomatsiguenga,nom,not,Pre-Andine Arawakan,Arawakan,South America,-11.67,-74.50,Peru
Noni,non,nhu,Beboid,Niger-Congo,Africa,6.42,10.58,Cameroon
Noon,noo,snf,Cangin,Niger-Congo,Africa,14.83,-16.83,Senegal
Norsk Tegnspråk,nte,nsl,Sign Languages,other,Eurasia,61.00,9.00,Norway
Norwegian,nor,nor,Germanic,Indo-European,Eurasia,61.00,8.00,Norway
Nsenga,nse,nse,Bantu,Niger-Congo,Africa,-14.50,30.83,Zambia
Ntomba,nto,nto,Bantu,Niger-Congo,Africa,-2.00,18.33,Democratic Republic of Congo
Nuaulu,nua,nxl,Central Malayo-Polynesian,Austronesian,Papunesia,-3.25,129.17,Indonesia
Nubi,nub,kcn,Creoles and Pidgins,other,Africa,0.67,32.08,Uganda
Nubian (Dongolese),nbd,dgl,Nubian,Eastern Sudanic,Africa,18.25,30.75,Sudan
Nubian (Kunuz),nku,xnz,Nubian,Eastern Sudanic,Africa,23.00,33.00,Egypt
Nuer,nue,nus,Western Nilotic,Eastern Sudanic,Africa,8.33,32.00,EthiopiaSouth Sudan
Nukak,nuk,mbr,Cacua-Nukak,Cacua-Nukak,South America,2.50,-71.50,Colombia
Nukuoro,nkr,nkr,Oceanic,Austronesian,Papunesia,3.83,154.92,Micronesia
Nunggubuyu,nug,nuy,Nunggubuyu,Gunwinyguan,Australia,-13.75,135.67,Australia
Nung (in Vietnam),nun,nut,Kam-Tai,Tai-Kadai,Eurasia,21.92,106.42,Vietnam
Nuni (Northern),nnn,nuv,Grusi,Niger-Congo,Africa,12.17,-3.00,Burkina Faso
Nuosu,yi,iii,Burmese-Lolo,Sino-Tibetan,Eurasia,28.00,103.00,China
Nupe,nup,nup,Nupoid,Niger-Congo,Africa,9.17,5.42,Nigeria
Nusu,nus,nuf,Burmese-Lolo,Sino-Tibetan,Eurasia,26.75,99.00,China
Nuuchahnulth,nuu,nuk,Southern Wakashan,Wakashan,North America,49.67,-126.67,Canada
Nyah Kur (Tha Pong),nkt,cbn,Monic,Austro-Asiatic,Eurasia,15.67,101.67,Thailand
Nyamal,nly,nly,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.00,119.00,Australia
Nyambo,nbo,now,Bantu,Niger-Congo,Africa,-1.00,31.33,Tanzania
Nyamkad,nyk,tpq,Bodic,Sino-Tibetan,Eurasia,32.00,78.50,India
Nyamwezi,nym,nym,Bantu,Niger-Congo,Africa,-5.00,33.00,Tanzania
Nyanga,nng,nyj,Bantu,Niger-Congo,Africa,-1.25,28.17,Democratic Republic of Congo
Nyangi,nyg,nyp,Kuliak,Eastern Sudanic,Africa,3.42,33.58,Uganda
Nyangumarda,nyr,nna,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.00,121.00,Australia
Nyawaygi,nya,nyt,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19.00,146.17,Australia
Nyelâyu,nyl,yly,Oceanic,Austronesian,Papunesia,-20.33,164.33,New Caledonia
Nyigina,nyn,nyh,Nyulnyulan,Nyulnyulan,Australia,-18.00,124.33,Australia
Nyiha,nyh,nih,Bantu,Niger-Congo,Africa,-10.00,33.00,ZambiaTanzania
Nyimang,nyi,nyi,Nyimang,Eastern Sudanic,Africa,12.17,29.33,Sudan
Nyishi,nis,njz,Tani,Sino-Tibetan,Eurasia,27.50,93.50,India
Nyulnyul,nyu,nyv,Nyulnyulan,Nyulnyulan,Australia,-17.00,122.83,Australia
Nyungar,nju,nys,Western Pama-Nyungan,Pama-Nyungan,Australia,-33.75,122.00,Australia
Nzakara,nza,nzk,Ubangi,Niger-Congo,Africa,5.00,23.00,Central African RepublicDemocratic Republic of Congo
Obokuitai,obk,afz,East Tariku,Lakes Plain,Papunesia,-3.00,138.00,Indonesia
Obolo,obo,ann,Lower Cross,Niger-Congo,Africa,4.58,7.83,Nigeria
Ocaina,oca,oca,Witoto,Witotoan,South America,-2.75,-71.75,Peru
Occitan,occ,oci,Romance,Indo-European,Eurasia,44.00,2.00,France
Ocuilteco,ocu,ocu,Matlatzincan,Oto-Manguean,North America,18.92,-99.67,Mexico
Ogbia,ogb,ogb,Central Delta,Niger-Congo,Africa,4.67,6.25,Nigeria
Ogbronuagum,obg,ogu,Central Delta,Niger-Congo,Africa,4.75,6.87,Nigeria
Oi,oi,oyb,Bahnaric,Austro-Asiatic,Eurasia,14.83,107.17,Laos
Oirat,oir,xal,Mongolic,Altaic,Eurasia,37.50,93.00,ChinaMongolia
Ojibwa (Eastern),oji,"ojg, otw",Algonquian,Algic,North America,46.00,-80.00,Canada
Ojibwa (Severn),ojs,ojs,Algonquian,Algic,North America,53.00,-90.00,Canada
Ojibwe (Minnesota),ojm,ciw,Algonquian,Algic,North America,47.67,-92.50,United States
Okanagan,oka,oka,Interior Salish,Salishan,North America,49.50,-118.50,CanadaUnited States
Oksapmin,oks,opm,Oksapmin,Trans-New Guinea,Papunesia,-5.17,142.17,Papua New Guinea
Oku,oku,oku,Wide Grassfields,Niger-Congo,Africa,6.25,10.50,Cameroon
Olo,olo,ong,Central Wapei,Torricelli,Papunesia,-3.42,142.00,Papua New Guinea
Oloh Mangtangai,olm,nij,Barito,Austronesian,Papunesia,-0.83,113.00,Indonesia
Olutec,olu,plo,Mixe-Zoque,Mixe-Zoque,North America,17.95,-95.00,Mexico
Omagua,oma,omg,Maweti-Guarani,Tupian,South America,-4.00,-73.50,Peru
Omaha,omh,oma,Mississippi Valley Siouan,Siouan,North America,42.00,-97.25,United States
Ömie,omi,aom,Koiarian,Trans-New Guinea,Papunesia,-9.05,148.08,Papua New Guinea
One,one,aun,West Wapei,Torricelli,Papunesia,-3.25,141.92,Papua New Guinea
Oneida,ond,one,Northern Iroquoian,Iroquoian,North America,43.00,-75.67,United States
Onge,ong,oon,South Andamanese,South Andamanese,Eurasia,10.75,92.42,India
Ono,ono,ons,Huon,Trans-New Guinea,Papunesia,-6.17,147.58,Papua New Guinea
Onondaga,onn,ono,Northern Iroquoian,Iroquoian,North America,42.75,-76.17,United States
O'odham,ood,ood,Tepiman,Uto-Aztecan,North America,32.00,-112.00,MexicoUnited States
Ordos,ord,mvf,Mongolic,Altaic,Eurasia,39.00,109.00,China
Orejón,ore,ore,Tucanoan,Tucanoan,South America,-2.83,-72.50,Peru
Orig,ori,tag,Rashad,Kordofanian,Africa,12.17,30.83,Sudan
Oriya,oya,ory,Indic,Indo-European,Eurasia,21.00,85.00,India
Oriya (Kotia),oko,ort,Indic,Indo-European,Eurasia,18.33,83.00,India
Ormuri,orm,oru,Iranian,Indo-European,Eurasia,32.50,69.75,Pakistan
Oroch,orc,oac,Tungusic,Altaic,Eurasia,50.33,137.50,Russia
Orok,ork,oaa,Tungusic,Altaic,Eurasia,49.50,143.50,Russia
Orokaiva,oro,okv,Binanderean,Trans-New Guinea,Papunesia,-8.83,148.25,Papua New Guinea
Orokolo,orl,oro,Eleman,Eleman,Papunesia,-7.83,145.33,Papua New Guinea
Oromo (Boraana),orb,gax,Lowland East Cushitic,Afro-Asiatic,Africa,4.50,38.50,KenyaEthiopia
Oromo (Harar),orh,hae,Lowland East Cushitic,Afro-Asiatic,Africa,9.00,42.00,Ethiopia
Oromo (Waata),orw,ssn,Lowland East Cushitic,Afro-Asiatic,Africa,-3.33,39.83,Kenya
Oromo (West-Central),owc,gaz,Lowland East Cushitic,Afro-Asiatic,Africa,9.00,37.00,Ethiopia
Orya,ory,ury,Tor-Orya,Tor-Kwerba,Papunesia,-2.75,139.83,Indonesia
Osage,osa,osa,Mississippi Valley Siouan,Siouan,North America,37.00,-94.00,United States
Ossetic,oss,oss,Iranian,Indo-European,Eurasia,43.00,44.00,RussiaGeorgia
Oto,oto,iow,Mississippi Valley Siouan,Siouan,North America,40.50,-96.00,United States
Otomí (Ixtenco),oix,otz,Otomian,Oto-Manguean,North America,19.08,-97.92,Mexico
Otomí (Mezquital),otm,ote,Otomian,Oto-Manguean,North America,20.17,-99.17,Mexico
Otomí (Santiago Mexquititlan),osm,otq,Otomian,Oto-Manguean,North America,20.08,-100.08,Mexico
Otomí (Sierra),ots,otm,Otomian,Oto-Manguean,North America,20.67,-98.83,Mexico
Otoro,otr,otr,Heiban,Kordofanian,Africa,11.17,30.50,Sudan
Owininga,owi,owi,Left May,Left May,Papunesia,-4.50,141.75,Papua New Guinea
Pa'a,paa,pqa,West Chadic,Afro-Asiatic,Africa,11.00,9.25,Nigeria
Paakantyi,pkn,drl,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.50,142.50,Australia
Paamese,pms,pma,Oceanic,Austronesian,Papunesia,-16.50,168.25,Vanuatu
Pacoh,pac,pac,Katuic,Austro-Asiatic,Eurasia,16.42,107.08,Vietnam
Padoe,pad,pdo,Celebic,Austronesian,Papunesia,-2.33,121.33,Indonesia
Páez,pae,pbb,Páezan,Páezan,South America,2.67,-76.00,Colombia
Pagu,pag,pgu,North Halmaheran,North Halmaheran,Papunesia,1.25,127.75,Indonesia
Paita,pta,duf,Oceanic,Austronesian,Papunesia,-22.08,166.50,New Caledonia
Paite,pte,pck,Kuki-Chin,Sino-Tibetan,Eurasia,24.00,93.17,India
Paiute (Northern),pno,pao,Northern Uto-Aztecan,Uto-Aztecan,North America,42.00,-118.00,United States
Paiute (Southern),put,ute,Northern Uto-Aztecan,Uto-Aztecan,North America,37.83,-113.33,United States
Paiwan,pai,pwn,Paiwan,Austronesian,Papunesia,22.50,120.83,Taiwan
Pakanha,pak,pkn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.50,142.42,Australia
Palauan,pal,pau,Palauan,Austronesian,Papunesia,7.50,134.58,Palau
Palaung,plg,pll,Palaungic,Austro-Asiatic,Eurasia,22.67,96.67,Myanmar
Palikur,plk,plu,Palikur,Arawakan,South America,3.00,-51.00,Brazil
Palor,plr,fap,Cangin,Niger-Congo,Africa,14.83,-16.75,Senegal
Palyku,bly,nad,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.00,120.00,Australia
Pame,pam,pmz,Pamean,Oto-Manguean,North America,22.00,-99.50,Mexico
Pamona,pna,pmf,Celebic,Austronesian,Papunesia,-1.75,120.83,Indonesia
Panará,pnx,kre,Je Setentrional,Macro-Ge,South America,-10.00,-55.00,Brazil
Panare,pnr,pbh,Cariban,Cariban,South America,6.50,-66.00,Venezuela
Pangasinan,pnn,pag,Northern Luzon,Austronesian,Papunesia,15.92,120.33,Philippines
Pangwa,png,pbr,Bantu,Niger-Congo,Africa,-10.00,34.75,Tanzania
Panjabi,pan,pan,Indic,Indo-European,Eurasia,31.00,74.00,PakistanIndia
Panyjima,pny,pnw,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.83,118.42,Australia
Papiamentu,pap,pap,Creoles and Pidgins,other,North America,12.25,-69.00,Netherlands Antilles
Parauk,puk,prk,Palaungic,Austro-Asiatic,Eurasia,23.25,99.50,ChinaMyanmar
Pare,pre,asa,Bantu,Niger-Congo,Africa,-4.00,36.50,Tanzania
Paresi,prc,pab,Central Arawakan,Arawakan,South America,-14.00,-57.50,Brazil
Päri,par,lkr,Western Nilotic,Eastern Sudanic,Africa,5.00,32.50,South Sudan
Parji (Dravidian),prd,pci,Dravidian,Dravidian,Eurasia,19.50,82.50,India
Pashto,psh,pst,Iranian,Indo-European,Eurasia,33.00,67.00,PakistanAfghanistan
Passamaquoddy-Maliseet,psm,pqm,Algonquian,Algic,North America,45.00,-67.00,CanadaUnited States
Patep,pat,ptp,Oceanic,Austronesian,Papunesia,-6.92,146.58,Papua New Guinea
