ISO Code,Language Name,Summary,Population Size,Institutional (%),Stable (%),Endangered (%),Extinct (%),Digital Support
mtx,"Mixtec, Tidaá","Tidaá Mixtec is an endangered indigenous language of Mexico. It belongs to the Otomanguean language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
mty,Nabi,"Nabi is a stable indigenous language of Papua New Guinea. It belongs to the Torricelli language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Still
mua,Mundang,"Mundang is a stable indigenous language of Chad and Cameroon. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.",10K to 1M,0%,100%,0%,0%,Ascending
mub,Mubi,"Mubi is a stable indigenous language of Chad. It belongs to the Afro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
muc,Ajumbu,"Ajumbu is an endangered indigenous language of Cameroon. It belongs to the Niger-Congo language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
mud,"Aleut, Mednyj",Mednyj Aleut is an extinct language of the Russian Federation. It is a mixed language.,None,0%,0%,0%,100%,Emerging
mue,Media Lengua,"Media Lengua is an endangered indigenous language of Ecuador. It is a mixed language. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
mug,Musgu,"Musgu is a stable indigenous language of Cameroon and Chad. It belongs to the Afro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
muh,Mündü,Mündü is a stable indigenous language of South Sudan and the Democratic Republic of the Congo. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
mui,Musi,Musi is a language of wider communication that originated in Indonesia. It belongs to the Austronesian language family and is part of the Malay macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.,1M to 1B,100%,0%,0%,0%,Ascending
muj,Mabire,Mabire is an extinct language of Chad. It belongs to the Afro-Asiatic language family.,None,0%,0%,0%,100%,Emerging
muk,Mugom-Karmarong,Mugom-Karmarong is a stable indigenous language of Nepal. It belongs to the Sino-Tibetan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
mum,Maiwala,Maiwala is a stable indigenous language of Papua New Guinea. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
muo,Mubako,"Mubako is a stable indigenous language of Cameroon. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
mup,Malvi,"Malvi is a stable indigenous language of India. It belongs to the Indo-European language family and is part of the Rajasthani macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",1M to 1B,0%,100%,0%,0%,Emerging
muq,"Miao, Eastern Xiangxi","Eastern Xiangxi Miao is a stable indigenous language of China. It belongs to the Hmong-Mien language family and is part of the Hmong macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
mur,Murle,Murle is a stable indigenous language of South Sudan. It belongs to the Nilo-Saharan language family. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.,10K to 1M,0%,100%,0%,0%,Ascending
mus,Muskogee,Muskogee is an endangered indigenous language of the United States. It belongs to the Muskogean language family. The language is used as a first language by adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Ascending
mut,"Muria, Western",Western Muria is a stable indigenous language of India. It belongs to the Dravidian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
muu,Yaaku,"Yaaku is an endangered indigenous language of Kenya. It belongs to the Afro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by older adults only. It is not known to be taught in schools.",None,0%,0%,100%,0%,Still
muv,Muthuvan,Muthuvan is a stable indigenous language of India. It belongs to the Dravidian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
mux,Bo-Ung,"Bo-Ung is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
muy,Muyang,Muyang is a stable indigenous language of Cameroon. It belongs to the Afro-Asiatic language family. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.,10K to 1M,0%,100%,0%,0%,Ascending
muz,Mursi,Mursi is a stable indigenous language of Ethiopia. It belongs to the Nilo-Saharan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
mva,Manam,"Manam is an endangered indigenous language of Papua New Guinea. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
mvb,Mattole,Mattole is a dormant language of the United States. It belongs to the Eyak-Athabaskan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Emerging
mvd,Mamboru,"Mamboru is a stable indigenous language of Indonesia. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
